is_proj_med	num_extlinks	num_pages
true	704	1
true	337	1
false	1185	1
false	909	1
false	1759	1
false	2542	1
false	784	1
false	1147	1
false	749	1
false	728	1
false	1040	1
false	655	1
false	870	1
true	423	1
false	852	1
false	969	1
false	1395	1
false	2311	1
false	1878	1
false	741	1
true	383	1
true	737	1
true	253	1
true	604	1
true	245	1
false	2035	1
false	1054	1
false	736	1
false	1327	1
false	1171	1
false	818	1
false	1061	1
false	691	1
false	844	1
false	1127	1
false	3128	1
false	1150	1
false	1347	1
true	234	1
true	490	1
true	499	1
true	809	1
true	297	1
false	1772	1
false	1868	1
false	2021	1
false	823	1
false	782	1
false	911	1
false	1498	1
false	984	1
false	2003	1
false	2274	1
true	426	1
true	414	1
true	514	1
true	441	1
true	417	1
true	334	1
true	1036	1
true	363	1
true	291	1
true	1117	1
false	862	1
false	869	1
false	1273	1
false	712	1
false	615	1
false	927	1
false	881	1
false	1380	1
false	955	1
false	792	1
false	920	1
false	884	1
false	1114	1
false	830	1
false	879	1
false	2956	1
false	979	1
true	401	1
true	242	1
true	416	1
true	408	1
true	430	1
false	1332	1
false	1463	1
false	1176	1
false	981	1
false	923	1
false	739	1
false	1256	1
false	1155	1
false	905	1
false	646	1
false	1102	1
false	916	1
false	815	1
false	1064	1
false	1083	1
false	1322	1
false	940	1
false	2229	1
true	315	1
true	392	1
true	252	1
true	526	1
true	465	1
true	217	1
true	432	1
true	264	1
true	238	1
true	689	1
false	1783	1
false	1881	1
false	1492	1
false	1154	1
false	842	1
false	1117	1
false	1158	1
false	1178	1
true	415	1
false	754	1
false	1244	1
false	908	1
false	887	1
true	594	1
false	1017	1
false	689	1
true	343	1
true	474	1
true	402	1
true	2480	1
false	1289	1
false	1658	1
false	1106	1
false	2220	1
false	1025	1
false	768	1
false	888	1
false	690	1
false	915	1
false	772	1
true	438	1
false	857	1
false	1274	1
true	388	1
false	618	1
false	3200	1
false	3281	1
true	376	1
true	375	1
true	573	1
true	348	1
false	789	1
false	773	1
false	1599	1
false	813	1
false	872	1
false	1352	1
false	992	1
false	1203	1
true	583	1
false	935	1
false	2463	1
false	2950	1
false	948	1
false	837	1
true	507	1
true	579	1
true	643	1
true	469	1
true	632	1
false	898	1
false	876	1
false	1863	1
false	1826	1
false	855	1
false	877	1
false	743	1
false	858	1
false	701	1
false	1133	1
false	974	1
false	601	1
true	453	1
false	941	1
false	600	1
false	649	1
false	1009	1
false	1616	1
true	513	1
true	370	1
true	305	1
true	405	1
true	288	1
false	1124	1
false	1517	1
false	1000	1
false	629	1
false	965	1
false	714	1
false	871	1
false	1010	1
false	1157	1
false	785	1
false	776	1
false	3058	1
false	822	1
true	551	1
true	517	1
true	963	1
true	387	1
true	355	1
true	278	1
true	332	1
false	1574	1
false	863	1
false	720	1
false	1046	1
false	946	1
false	1286	1
false	801	1
false	900	1
false	1125	1
false	645	1
false	843	1
false	1647	1
false	2098	1
false	771	1
false	800	1
true	537	1
true	356	1
true	328	1
true	634	1
true	572	1
true	246	1
true	486	1
false	1072	1
false	1068	1
false	625	1
false	1079	1
false	1834	1
false	1984	1
false	1013	1
false	925	1
false	763	1
false	1148	1
false	1156	1
false	849	1
false	680	1
false	504	1
false	828	1
false	1402	1
false	937	1
false	1387	1
true	457	1
true	369	1
true	428	1
true	345	1
false	1635	1
false	794	1
false	856	1
false	949	1
false	875	1
false	999	1
false	906	1
false	926	1
false	1007	1
false	1511	1
false	744	1
false	1809	1
false	1842	1
false	729	1
true	344	1
true	463	1
true	610	1
true	693	1
true	294	1
