num_extlinks	num_pages
322	24
358	24
354	24
351	24
334	24
369	24
342	24
357	24
370	23
372	23
363	23
339	22
355	21
396	21
361	21
377	21
365	20
376	20
389	20
381	20
378	20
401	19
395	19
406	19
411	19
402	19
382	18
386	18
375	18
345	18
373	18
371	18
405	18
409	18
465	17
429	17
391	17
528	17
428	17
420	17
417	16
388	16
394	16
390	16
438	16
400	16
435	15
403	15
384	15
362	15
423	15
415	15
422	15
419	15
478	15
443	15
441	14
418	14
399	14
374	14
426	14
484	14
433	14
449	14
398	14
442	14
410	13
431	13
413	13
408	13
387	13
383	13
469	13
393	13
404	13
499	13
414	13
467	12
482	12
515	12
563	12
466	12
472	12
461	12
432	12
447	12
448	12
430	12
407	12
421	12
437	12
379	12
457	12
412	12
453	11
517	11
471	11
416	11
436	11
462	11
397	11
455	11
452	11
483	11
451	11
489	11
492	11
458	11
450	11
486	11
583	11
463	11
427	11
456	10
522	10
533	10
547	10
570	10
520	10
446	10
494	10
487	10
480	10
514	10
470	10
502	10
530	9
474	9
476	9
485	9
496	9
567	9
424	9
541	9
549	9
481	9
507	9
490	9
434	9
495	9
576	9
577	9
497	8
543	8
512	8
444	8
500	8
647	8
513	8
558	8
508	8
475	8
536	8
593	8
505	8
594	8
460	8
464	8
425	8
592	7
612	7
511	7
531	7
695	7
535	7
488	7
523	7
693	7
439	7
557	7
546	7
584	7
509	7
608	7
468	7
454	7
493	7
652	7
498	6
501	6
440	6
524	6
503	6
529	6
604	6
560	6
506	6
590	6
534	6
650	6
527	6
510	6
479	6
651	6
607	6
445	6
586	6
619	6
537	6
588	6
569	5
551	5
562	5
631	5
658	5
609	5
545	5
632	5
473	5
641	5
598	5
572	5
518	5
526	5
587	5
676	5
643	5
582	5
662	5
723	5
678	5
491	5
579	5
663	5
637	5
724	5
696	5
566	5
620	5
521	5
568	5
746	5
540	5
602	4
606	4
751	4
525	4
669	4
809	4
874	4
727	4
628	4
554	4
685	4
654	4
672	4
747	4
617	4
548	4
544	4
702	4
552	4
564	4
516	4
737	4
673	4
634	4
704	4
719	4
596	4
591	4
758	4
648	4
769	4
599	4
642	4
765	4
683	4
550	4
616	4
670	4
605	4
542	4
585	4
477	4
839	3
555	3
538	3
878	3
623	3
775	3
816	3
726	3
675	3
850	3
808	3
621	3
581	3
659	3
753	3
618	3
895	3
846	3
674	3
910	3
762	3
700	3
644	3
688	3
711	3
580	3
574	3
705	3
740	3
603	3
597	3
861	3
539	3
967	3
699	3
589	3
838	3
671	3
730	3
553	3
686	3
559	3
2002	3
738	3
561	3
627	3
668	3
610	3
556	3
718	3
811	3
519	3
709	3
578	3
573	3
774	3
635	3
805	3
717	3
764	3
595	3
840	3
613	3
788	3
665	3
682	3
624	3
657	3
853	3
882	3
626	3
731	3
783	3
845	3
880	2
565	2
917	2
826	2
681	2
848	2
664	2
1356	2
896	2
689	2
633	2
867	2
934	2
653	2
667	2
1037	2
692	2
1120	2
814	2
708	2
1377	2
1006	2
636	2
1092	2
707	2
694	2
922	2
1084	2
697	2
820	2
734	2
841	2
710	2
949	2
901	2
824	2
706	2
687	2
864	2
752	2
679	2
733	2
954	2
684	2
750	2
1117	2
921	2
859	2
777	2
1192	2
677	2
770	2
1053	2
1190	2
1422	2
666	2
780	2
832	2
745	2
1004	2
760	2
656	2
732	2
958	2
966	2
806	2
903	2
715	2
793	2
713	2
1015	2
988	2
571	2
968	2
748	2
790	2
1101	2
1634	2
575	2
786	2
698	2
1005	2
767	2
756	2
640	2
611	2
1090	2
989	2
3228	2
614	2
622	2
892	2
532	2
931	2
825	2
778	2
803	2
821	2
899	2
970	2
1137	2
638	2
1026	1
743	1
868	1
736	1
1327	1
999	1
1423	1
1203	1
630	1
935	1
807	1
1511	1
1083	1
744	1
984	1
2098	1
2003	1
771	1
2274	1
862	1
1772	1
1176	1
1517	1
1256	1
1000	1
1147	1
877	1
749	1
851	1
2480	1
1102	1
875	1
900	1
1125	1
911	1
2463	1
847	1
1647	1
887	1
3108	1
1017	1
1207	1
1616	1
963	1
1091	1
898	1
1333	1
1331	1
1635	1
739	1
1985	1
1518	1
794	1
1599	1
925	1
1019	1
888	1
1352	1
721	1
725	1
1286	1
823	1
801	1
992	1
924	1
1178	1
1002	1
754	1
645	1
1498	1
843	1
908	1
799	1
649	1
1878	1
1009	1
741	1
1387	1
1072	1
876	1
1914	1
773	1
2021	1
863	1
928	1
975	1
639	1
768	1
1054	1
965	1
782	1
1158	1
883	1
974	1
601	1
852	1
812	1
1244	1
1135	1
600	1
2311	1
1402	1
2956	1
937	1
979	1
1279	1
1068	1
1079	1
1868	1
1881	1
1574	1
784	1
629	1
646	1
781	1
1154	1
842	1
870	1
680	1
884	1
1114	1
504	1
969	1
941	1
1395	1
828	1
879	1
2086	1
3200	1
952	1
3281	1
1347	1
1289	1
1658	1
759	1
1185	1
625	1
869	1
1273	1
1674	1
1783	1
2052	1
1826	1
855	1
1515	1
1492	1
1380	1
1155	1
856	1
905	1
872	1
728	1
858	1
1040	1
701	1
1156	1
655	1
1133	1
849	1
792	1
920	1
1187	1
857	1
716	1
1274	1
2412	1
830	1
1011	1
776	1
3128	1
3058	1
1150	1
822	1
2229	1
912	1
2035	1
1189	1
909	1
1863	1
1759	1
1984	1
927	1
1013	1
2542	1
813	1
1047	1
1012	1
946	1
1148	1
955	1
798	1
915	1
1338	1
772	1
818	1
871	1
1061	1
1010	1
691	1
1049	1
1127	1
1809	1
1842	1
940	1
729	1
837	1
1332	1
1463	1
1106	1
1036	1
712	1
1834	1
615	1
9169	1
881	1
1793	1
1046	1
763	1
690	1
1351	1
714	1
1171	1
906	1
916	1
926	1
815	1
1007	1
1064	1
1157	1
844	1
785	1
1322	1
1219	1
2950	1
3250	1
948	1
1649	1
800	1
789	1
1124	1
981	1
923	1
2220	1
661	1
1025	1
720	1
