domain	num_links
.bethlehem-pa.gov	19
.bridgeportct.gov	19
.browncountyohio.gov	19
.business.gov	19
.charleston-sc.gov	19
.cookcountyil.gov	19
.fireleadership.gov	19
.flra.gov	19
.fpds.gov	19
.hiv.gov	19
.iad.gov	19
.losgatosca.gov	19
.newportbeachca.gov	19
.pacer.gov	19
.patersonnj.gov	19
.redmond.gov	19
.serve.gov	19
.wyoming.gov	19
.yorkcounty.gov	19
kansastag.gov	19
locatorplus.gov	19
ok.gov	19
pittsburghpa.gov	19
whitehouse.gov	19
.akronohio.gov	18
.alacourt.gov	18
.azmag.gov	18
.burbankca.gov	18
.grants.gov	18
.harrisonburgva.gov	18
.howto.gov	18
.kansastag.gov	18
.mariettaga.gov	18
.nationalgangcenter.gov	18
.oshrc.gov	18
.palmspringsca.gov	18
.sciencebase.gov	18
.tigard-or.gov	18
.usability.gov	18
.ustda.gov	18
.williamsburgva.gov	18
charleston-sc.gov	18
cio.gov	18
nij.gov	18
ojp.gov	18
.NOAA.gov	17
.brevardfl.gov	17
.dedham-ma.gov	17
.flu.gov	17
.hamiltoncountyohio.gov	17
.irvingtonny.gov	17
.lexingtonma.gov	17
.montgomeryal.gov	17
.ncs.gov	17
.odci.gov	17
.openworld.gov	17
.portsmouthva.gov	17
.udall.gov	17
.usembassy-mexico.gov	17
.uspis.gov	17
.visitnh.gov	17
.voa.gov	17
cia.gov	17
txschools.gov	17
.americansamoa.gov	16
.cibolotx.gov	16
.clermontcountyohio.gov	16
.distraction.gov	16
.fallschurchva.gov	16
.gillettewy.gov	16
.lauderhill-fl.gov	16
.marysvillewa.gov	16
.miamigardens-fl.gov	16
.nm.gov	16
.prescott-az.gov	16
.provincetown-ma.gov	16
.reginfo.gov	16
.section508.gov	16
.srpmic-nsn.gov	16
.waterville-me.gov	16
.westfargond.gov	16
.westportct.gov	16
.wilmingtonde.gov	16
dicksoncountytn.gov	16
federalreserve.gov	16
greenbaywi.gov	16
oregon.gov	16
suffolkcountyny.gov	16
.bridgewaternj.gov	15
.cfda.gov	15
.clevelandtn.gov	15
.fca.gov	15
.fmc.gov	15
.globe.gov	15
.grantspassoregon.gov	15
.lakecountyil.gov	15
.landfire.gov	15
.lewistonmaine.gov	15
.ndhealth.gov	15
.newtown-ct.gov	15
.njcourts.gov	15
.pascuayaqui-nsn.gov	15
.plainlanguage.gov	15
.pokagonband-nsn.gov	15
.readingpa.gov	15
.unicor.gov	15
.usajobs.gov	15
.uspsoig.gov	15
.webharvest.gov	15
.wellesleyma.gov	15
.wvc-ut.gov	15
cbp.gov	15
edinamn.gov	15
healthypeople.gov	15
mass.gov	15
nycourts.gov	15
.airnow.gov	14
.arctic.gov	14
.bernco.gov	14
.buckeyeaz.gov	14
.capitol.gov	14
.collegeparkmd.gov	14
.eriecountypa.gov	14
.fauquiercounty.gov	14
.fedcenter.gov	14
.forestgrove-or.gov	14
.greenbeltmd.gov	14
.harfordcountymd.gov	14
.hiltonheadislandsc.gov	14
.intelligence.gov	14
.invasivespecies.gov	14
.louisianaentertainment.gov	14
.mauicounty.gov	14
.mbda.gov	14
.monroecounty-fl.gov	14
.northamptonma.gov	14
.northmiamifl.gov	14
.nvtc.gov	14
.oilspillcommission.gov	14
.oregonstudentaid.gov	14
.osagenation-nsn.gov	14
.roundrocktexas.gov	14
.selectagents.gov	14
.technology.gov	14
.thewoodlandstownship-tx.gov	14
.ttbonline.gov	14
.vaemergency.gov	14
.wakeforestnc.gov	14
adamscountyoh.gov	14
aids.gov	14
fueleconomy.gov	14
houstontx.gov	14
mi.gov	14
montgomerycountymd.gov	14
reaganlibrary.gov	14
sd.gov	14
.bangormaine.gov	13
.birminghamal.gov	13
.bridgeview-il.gov	13
.charlescountymd.gov	13
.clarkcountyohio.gov	13
.covingtonky.gov	13
.dconc.gov	13
.feedthefuture.gov	13
.frederickcountymd.gov	13
.grapevinetexas.gov	13
.iaf.gov	13
.ise.gov	13
.makinghomeaffordable.gov	13
.medpac.gov	13
.menominee-nsn.gov	13
.muscogeenation-nsn.gov	13
.muskegon-mi.gov	13
.nccs.gov	13
.ncsbi.gov	13
.nyhealth.gov	13
.plymouth-ma.gov	13
.pmi.gov	13
.presidentialserviceawards.gov	13
.scdps.gov	13
.snohomishcountywa.gov	13
.sosnc.gov	13
.southamptontownny.gov	13
.southbendin.gov	13
.southernute-nsn.gov	13
.stamfordct.gov	13
.stennis.gov	13
.sumtersc.gov	13
.surpriseaz.gov	13
.uscurrency.gov	13
.vernon-ct.gov	13
.watertown-ny.gov	13
.wy.gov	13
bjs.gov	13
delaware.gov	13
fremont.gov	13
longbeach.gov	13
mukilteowa.gov	13
nasa.gov	13
wh.gov	13
.alea.gov	12
.azgovernor.gov	12
.bep.gov	12
.broadbandmap.gov	12
.cdatribe-nsn.gov	12
.chicago.gov	12
.churchhilltn.gov	12
.citizencorps.gov	12
.cityofpleasantonca.gov	12
.collincountytx.gov	12
.coloradoattorneygeneral.gov	12
.concordma.gov	12
.crimesolutions.gov	12
.eauclairewi.gov	12
.floridahealth.gov	12
.fultoncountyga.gov	12
.gsaadvantage.gov	12
.ibb.gov	12
.interior.gov	12
.jerseycitynj.gov	12
.lafayettela.gov	12
.lakecountyohio.gov	12
.lakewoodnj.gov	12
.lawtonok.gov	12
.learnandserve.gov	12
.leonianj.gov	12
.lynchburgva.gov	12
.lynnwoodwa.gov	12
.ncix.gov	12
.northhempsteadny.gov	12
.palmettobay-fl.gov	12
.pclob.gov	12
.pearlandtx.gov	12
.princetonnj.gov	12
.research.gov	12
.rileycountyks.gov	12
.sussexcountyde.gov	12
.waukeshacounty.gov	12
aviationweather.gov	12
ferc.gov	12
mtelectionresults.gov	12
nicic.gov	12
state.gov	12
sumtercountyfl.gov	12
usmint.gov	12
womenshealth.gov	12
.ag.gov	11
.albanyny.gov	11
.arsusda.gov	11
.bendoregon.gov	11
.cahwnet.gov	11
.casperwy.gov	11
.chathamtownship-nj.gov	11
.cityofnewburgh-ny.gov	11
.collegedaletn.gov	11
.collegedrinkingprevention.gov	11
.cstx.gov	11
.danville-va.gov	11
.digitalgov.gov	11
.dtv2009.gov	11
.durhamnc.gov	11
.energycodes.gov	11
.fbijobs.gov	11
.intelink.gov	11
.iowaagriculture.gov	11
.jacintocity-tx.gov	11
.johnscreekga.gov	11
.littlerock.gov	11
.mobilecountyal.gov	11
.mrcog-nm.gov	11
.mspb.gov	11
.nantucket-ma.gov	11
.newingtonct.gov	11
.omb.gov	11
.pinecrest-fl.gov	11
.sandyspringsga.gov	11
.sanfordfl.gov	11
.saratogacountyny.gov	11
.shreveportla.gov	11
.smart.gov	11
.spaceflorida.gov	11
.stcharlescitymo.gov	11
.uscapitolpolice.gov	11
.usgovernmentmanual.gov	11
.wartimecontracting.gov	11
.yumacountyaz.gov	11
ClinicalTrials.gov	11
airnow.gov	11
alamedaca.gov	11
bioethics.gov	11
colorado.gov	11
flhouse.gov	11
gsa.gov	11
hampton.gov	11
hartsvillesc.gov	11
isotopes.gov	11
itis.gov	11
ncforestservice.gov	11
riversideca.gov	11
texasagriculture.gov	11
vermont.gov	11
.abseconnj.gov	10
.auburnwa.gov	10
.azauditor.gov	10
.azdema.gov	10
.berlinnh.gov	10
.brc.gov	10
.brokenarrowok.gov	10
.casl.gov	10
.clintonnj.gov	10
.costamesaca.gov	10
.courtnewsohio.gov	10
.danbury-ct.gov	10
.deltonafl.gov	10
.fbiic.gov	10
.floodsmart.gov	10
.fredericksburgva.gov	10
.greatagain.gov	10
.hamiltontn.gov	10
.highpointnc.gov	10
.huntingtonny.gov	10
.idahofallsidaho.gov	10
.jusfc.gov	10
.mecknc.gov	10
.mypyramid.gov	10
.ncirc.gov	10
.njconsumeraffairs.gov	10
.nnva.gov	10
.obamawhitehouse.gov	10
.opensource.gov	10
.palmsprings-ca.gov	10
.peachtreecornersga.gov	10
.ranchomirageca.gov	10
.read.gov	10
.rockyhill-nj.gov	10
.rumsonnj.gov	10
.sanmanuel-nsn.gov	10
.scrantonpa.gov	10
.shorelinewa.gov	10
.stateoig.gov	10
.time.gov	10
.tsunami.gov	10
.usafreedomcorps.gov	10
.warwickri.gov	10
.wilmingtonnc.gov	10
.yic.gov	10
greshamoregon.gov	10
ndstudies.gov	10
nnlm.gov	10
pinalcountyaz.gov	10
portlandmaine.gov	10
rolesvillenc.gov	10
yorkcountypa.gov	10
.511wi.gov	9
.afrh.gov	9
.alaskacenters.gov	9
.aviationweather.gov	9
.baycounty-mi.gov	9
.benefits.gov	9
.binghamton-ny.gov	9
.bryantx.gov	9
.buffalony.gov	9
.caddonation-nsn.gov	9
.cendi.gov	9
.cflhd.gov	9
.challenge.gov	9
.cityofalcoa-tn.gov	9
.claytonmo.gov	9
.councilbluffs-ia.gov	9
.customs.gov	9
.dna.gov	9
.doioig.gov	9
.drought.gov	9
.farmersbranchtx.gov	9
.fortbendcountytx.gov	9
.fortsillapache-nsn.gov	9
.friscotexas.gov	9
.germantown-tn.gov	9
.gettysburg-pa.gov	9
.ginniemae.gov	9
.hickorync.gov	9
.hudoig.gov	9
.ipcc-wg2.gov	9
.knightdalenc.gov	9
.laredotexas.gov	9
.ltbbodawa-nsn.gov	9
.mansfieldct.gov	9
.mcleancountyil.gov	9
.nationalchildrensstudy.gov	9
.nicic.gov	9
.nrc-gateway.gov	9
.ridgefieldnj.gov	9
.sam.gov	9
.sec-oig.gov	9
.shrewsbury-ma.gov	9
.simsbury-ct.gov	9
.spp.gov	9
.swpa.gov	9
.taunton-ma.gov	9
.tolowa-nsn.gov	9
.traversecitymi.gov	9
.trumbull-ct.gov	9
.tualatinoregon.gov	9
.tulaliptribes-nsn.gov	9
.twpoceannj.gov	9
.vaccines.gov	9
.vt.gov	9
.winchesterva.gov	9
alabamavotes.gov	9
albanyny.gov	9
baltimorecity.gov	9
dojmt.gov	9
ecfr.gov	9
floridadep.gov	9
marysvillewa.gov	9
nano.gov	9
newarkde.gov	9
nmlegis.gov	9
okhouse.gov	9
palatka-fl.gov	9
speaker.gov	9
ssa.gov	9
texasattorneygeneral.gov	9
weather.gov	9
youth.gov	9
.addisontx.gov	8
